;id_labdoc;n_users;durée_écriture;plage_travail;passage_main
1520;453251;2;440.0;61137.00000000001;1
1521;452652;2;300.0;158956.0;2
1523;453207;2;460.0;52302.0;1
1525;454225;2;620.0;3035.0;1
1526;453219;2;380.0;64391.00000000001;1
1529;449396;2;580.0;228461.0;3
1530;449393;2;920.0;217330.0;2
1531;465706;2;360.0;990.0000000000001;1
1532;465487;2;1100.0;22157.0;1
1533;465695;2;760.0;2020.0000000000002;1
1534;465504;2;680.0;18697.0;1
1536;264548;2;760.0;9190.0;1
1538;460130;2;320.0;89576.0;1
1539;460153;2;500.0;87563.0;2
1540;459775;2;320.0;96768.0;1
1542;266110;3;1160.0;3744.0000000000005;2
1543;266187;2;880.0;4619.0;1
1544;266158;3;940.0;3700.0000000000005;3
1546;455496;2;620.0;236566.00000000003;3
1547;457512;2;760.0;3769.0000000000005;1
1548;455498;2;460.0;239223.00000000003;3
1549;455491;3;1000.0;238481.00000000003;3
1550;455429;2;1300.0;242837.00000000003;5
1551;380686;2;340.0;3009.0;1
1552;380807;2;240.0;3292.0;1
1553;467496;2;700.0;498306.00000000006;3
1554;467495;2;1160.0;500519.00000000006;1
1555;471069;3;560.0;2748.0;2
1556;467491;2;1480.0;500916.00000000006;1
1557;467476;2;1380.0;495731.00000000006;2
1558;260017;2;1640.0;56744.0;2
1559;260353;2;500.0;2006.0000000000002;1
1560;259870;2;740.0;66495.0;1
1561;472169;2;80.0;250.00000000000003;1
1562;468095;2;180.0;498746.00000000006;2
1563;468137;2;600.0;503477.00000000006;2
1564;468096;3;1800.0;504770.00000000006;3
1567;473094;3;260.0;30990.000000000004;1
1568;262253;2;1820.0;18004.0;1
1569;262521;2;280.0;5091.0;1
1571;259943;2;1900.0;84910.0;2
1572;260572;2;440.0;1994.0000000000002;1
1573;260543;2;600.0;3238.0;3
1574;453328;2;740.0;174947.0;2
1575;457278;3;780.0;71155.0;4
1576;457945;2;760.0;3721.0000000000005;3
1577;457943;2;260.0;3770.0000000000005;1
1578;255934;2;1760.0;8450.0;3
1581;472963;2;760.0;78414.0;3
1582;470767;2;840.0;358024.0;1
1583;454493;2;980.0;4841.0;1
1584;454639;2;600.0;7295.0;1
1586;454569;2;900.0;9331.0;1
1587;454857;2;500.0;1182.0;2
1588;475374;2;440.0;6543.0;1
1589;475415;2;600.0;8767.0;1
1590;475535;2;520.0;2183.0;2
1591;468802;2;160.0;33947.0;1
1592;468803;2;200.0;33513.0;1
1594;468797;2;460.0;41025.0;1
1595;469227;3;540.0;2739.0;3
1597;468804;2;380.0;41605.0;1
1598;464069;2;660.0;1929.0000000000002;1
1599;463037;2;560.0;83994.0;2
1600;463988;2;280.0;5179.0;1
1601;464073;2;500.0;1908.0000000000002;1
1602;462931;2;800.0;25274.0;1
1603;463962;2;360.0;6395.0;1
1607;262219;2;820.0;22074.0;1
1608;262209;2;900.0;2442.0;1
1609;262225;2;280.0;15066.000000000002;1
1611;262222;2;80.0;1132.0;1
1612;454952;3;960.0;142728.0;3
1613;456232;2;100.0;5259.0;1
1615;454975;3;420.0;157449.0;2
1616;456330;2;480.0;3944.0000000000005;2
1617;455641;2;720.0;68221.0;1
1618;456421;2;380.0;760.0;1
1619;456242;2;300.0;5640.0;1
1621;456138;2;280.0;8947.0;1
1622;455831;2;160.0;24717.0;1
1623;263859;2;920.0;494137.00000000006;1
1624;263885;3;2100.0;490219.00000000006;3
1626;425951;2;1180.0;69076.0;2
1629;475754;2;160.0;921.0000000000001;1
1632;475714;2;620.0;5239.0;3
1633;472775;2;600.0;448424.0;2
1635;448294;2;120.0;35622.0;1
1636;453646;2;720.0;6044.0;1
1637;453255;2;1140.0;59082.00000000001;3
1638;457202;2;700.0;54622.0;1
1640;457210;2;1100.0;46563.0;1
1641;411926;2;1560.0;50165.0;1
1643;411830;2;700.0;8408.0;1
1644;394008;2;340.0;23590.0;1
1645;383654;2;640.0;205517.0;1
1646;394815;2;440.0;1005.0000000000001;1
1647;394737;2;960.0;3890.0000000000005;2
1649;472293;3;920.0;13822.0;4
1650;425266;2;520.0;1924.0000000000002;1
1651;417461;3;580.0;413371.0;3
1654;425028;3;420.0;55662.0;3
1655;425148;3;280.0;57688.0;3
1657;425141;2;320.0;57876.0;2
1658;461922;2;1040.0;10787.0;3
1660;461896;2;480.0;4714.0;1
1661;261580;2;380.0;1776.0;1
1662;261146;2;1220.0;63611.00000000001;1
1663;396084;2;600.0;1487.0;1
1664;396048;2;500.0;3645.0;1
1665;425506;2;160.0;396.0;1
1666;417443;2;400.0;414711.0;2
1667;417428;2;420.0;364123.0;1
1668;417429;2;540.0;365184.0;1
1670;417425;2;240.0;362756.0;1
1671;417446;2;220.0;416909.0;1
1673;417426;2;100.0;362773.0;1
1675;461697;2;580.0;8486.0;1
1676;461779;3;1300.0;57846.0;5
1677;461785;2;680.0;54007.0;1
1678;461790;3;1520.0;58141.0;3
1679;461677;2;1200.0;9774.0;1
1680;461781;3;440.0;48434.0;2
1681;461792;2;640.0;57803.0;1
1682;461782;2;1260.0;51603.0;1
1684;472366;2;840.0;4397.0;1
1686;258984;2;760.0;228725.0;1
1687;258988;2;480.0;240262.00000000003;1
1688;260233;3;1480.0;11578.0;5
1689;426029;3;640.0;16928.0;3
1690;426023;2;820.0;16910.0;1
1691;425858;2;960.0;67015.0;3
1692;426024;2;480.0;17124.0;2
1694;426150;2;500.0;3237.0;1
1695;426048;2;440.0;12457.0;2
1697;426169;2;340.0;1302.0;1
1700;261258;2;380.0;4578.0;1
1701;261243;2;480.0;5620.0;1
1704;261128;2;700.0;4627.0;1
1706;473483;2;700.0;2084.0;1
1708;455437;2;240.0;79430.0;2
1709;455427;3;240.0;78670.0;2
1710;455371;2;280.0;83675.0;1
1711;451538;2;1000.0;420114.0;1
1712;451535;2;340.0;419963.0;1
1713;455377;2;620.0;80365.0;1
1714;455438;2;260.0;79463.0;2
1715;455521;2;460.0;85267.0;2
1716;455517;2;360.0;83100.0;2
1717;455440;2;600.0;84564.0;1
1718;455493;2;180.0;903.0;1
1719;455520;2;200.0;85017.0;2
1720;263795;2;380.0;3940.0000000000005;4
1721;263823;2;600.0;1192.0;1
1722;263328;2;160.0;17727.0;1
1723;263347;2;520.0;20180.0;1
1724;263300;3;960.0;25469.0;2
1726;383635;2;560.0;1912.0000000000002;1
1728;383421;2;620.0;62303.00000000001;2
1729;477259;2;740.0;17507.0;1
1730;477085;2;800.0;68881.0;2
1732;468935;2;220.0;613470.0;1
1733;468923;2;540.0;612611.0;1
1735;469209;2;540.0;629578.0;2
1736;474845;2;200.0;448.0;1
1737;474776;2;220.0;1005.0000000000001;1
1738;474356;2;1200.0;93117.0;1
1739;474814;2;800.0;2143.0;1
1740;465278;2;1340.0;49532.0;2
1741;465279;2;660.0;46637.0;1
1743;465281;2;500.0;54633.0;2
1744;411782;2;820.0;4716.0;1
1745;411824;2;760.0;69198.0;2
1746;411856;3;280.0;74036.0;2
1748;411854;2;300.0;73874.0;1
1749;411859;2;480.0;78593.0;1
1750;411851;2;180.0;66499.0;1
1751;416770;3;460.0;8996.0;2
1752;411853;2;460.0;68932.0;1
1754;258367;2;560.0;2560.0;2
1756;469085;2;940.0;2614.0;1
1757;469194;3;420.0;4085.0000000000005;3
1758;468595;2;2060.0;56642.0;2
1759;389017;2;540.0;86644.0;1
1760;394416;2;360.0;1616.0;1
1761;393712;2;360.0;12018.0;2
1762;393626;3;2000.0;54642.0;4
1763;394660;2;480.0;237615.00000000003;1
1765;393621;3;1420.0;316158.0;3
1767;472128;2;920.0;7617.000000000001;2
1768;472120;3;340.0;7872.000000000001;3
1769;472190;3;800.0;5260.0;4
1770;418044;2;160.0;5248.0;1
1772;418370;2;240.0;711.0;1
1773;418246;2;640.0;2980.0;3
1774;476652;2;1000.0;4557.0;2
1775;476650;2;200.0;7721.000000000001;4
1776;476654;2;580.0;9869.0;1
1777;476859;2;420.0;2217.0;1
1778;476787;2;340.0;6837.0;1
1779;393670;2;1520.0;33982.0;1
1780;393654;2;840.0;18264.0;1
1785;425904;2;780.0;80902.0;1
1787;425897;2;320.0;67246.0;1
1788;475948;2;640.0;67822.0;1
1789;476346;2;400.0;3778.0000000000005;2
1790;476349;3;1420.0;13040.0;3
1791;476342;2;140.0;1691.0;1
1792;476389;2;660.0;8820.0;2
1795;448395;3;460.0;7904.000000000001;3
1796;448410;2;480.0;5625.0;1
1797;448526;2;420.0;878.0;1
1799;476519;2;260.0;645.0;1
1800;476526;2;1080.0;4176.0;2
1801;476567;3;600.0;1316.0;4
1802;476459;3;1200.0;4574.0;2
1805;259054;2;760.0;65730.0;1
1806;259058;2;1860.0;128090.00000000001;1
1807;463491;2;220.0;574.0;1
1808;463162;3;1880.0;8547.0;2
1810;463459;2;180.0;2760.0;1
1811;462747;2;500.0;97949.0;1
1812;449606;3;880.0;8512.0;3
1813;449586;2;420.0;8078.000000000001;2
1814;449717;3;1000.0;5260.0;3
1815;449703;2;780.0;6184.0;3
1816;449609;2;640.0;7539.000000000001;1
1817;449398;3;1440.0;63083.00000000001;2
1818;396068;2;380.0;1633.0;2
1820;395037;2;1660.0;163582.0;3
1821;396031;2;480.0;5298.0;2
1824;468618;2;600.0;74336.0;2
1825;462015;2;440.0;26136.0;1
1826;461981;3;640.0;27301.0;3
1827;462257;2;780.0;8865.0;2
1828;462207;2;480.0;679.0;1
1829;448866;2;400.0;1508.0;1
1830;448078;3;1520.0;86654.0;4
1831;448904;2;240.0;883.0;1
1832;448729;2;440.0;8959.0;1
1833;462753;3;600.0;94156.0;1
1834;463172;2;880.0;3045.0;2
1835;463212;2;600.0;7519.000000000001;2
1836;383856;2;660.0;3565.0;1
1838;265481;2;580.0;4121.0;2
1839;264962;3;420.0;9329.0;2
1840;264578;3;1080.0;205312.0;2
1841;410201;2;640.0;1799.0;2
1842;409894;2;620.0;38220.0;2
1844;257781;2;1120.0;159009.0;1
1845;258384;2;640.0;1202.0;1
1846;475467;2;300.0;5066.0;1
1847;475542;2;760.0;1317.0;1
1848;475319;2;760.0;4492.0;1
1849;475463;2;180.0;5152.0;1
1850;448652;2;1400.0;9259.0;1
1851;445213;2;860.0;24650.0;1
1853;263445;2;500.0;3676.0000000000005;1
1854;261141;3;1200.0;389114.0;3
1857;449431;2;860.0;71768.0;1
1859;449624;3;1220.0;2255.0;3
1860;383621;2;600.0;68182.0;3
1861;383451;2;1360.0;82467.0;3
1863;451947;2;240.0;2399.0;1
1864;451752;2;240.0;4441.0;1
1865;451845;2;880.0;3899.0000000000005;1
1866;264881;3;920.0;246638.00000000003;2
1867;265709;2;1160.0;60790.00000000001;1
1868;266048;2;540.0;3102.0;1
1869;263766;3;1440.0;244056.00000000003;2
1871;264007;2;1540.0;87449.0;1
1873;470459;3;760.0;80841.0;3
1874;471030;2;540.0;3513.0;2
1875;470464;2;540.0;80384.0;3
1876;470461;3;1860.0;79450.0;4
1877;471100;2;320.0;2235.0;1
1878;470468;3;780.0;75381.0;2
1879;470182;3;500.0;103803.0;3
1880;261289;2;820.0;16684.0;2
1882;261429;2;380.0;1450.0;1
1883;465244;2;880.0;75784.0;2
1885;465492;2;580.0;22733.0;1
1886;465490;2;1120.0;22760.0;1
1887;259955;2;720.0;82578.0;1
1889;474802;2;700.0;2192.0;1
1891;474453;2;640.0;75366.0;1
1892;383607;2;900.0;305007.0;4
1893;383617;3;560.0;251678.00000000003;2
1894;463132;2;360.0;63586.00000000001;2
1895;463133;3;720.0;65815.0;4
1896;463131;2;360.0;63592.00000000001;2
1897;464075;2;500.0;966.0000000000001;1
1898;456402;2;1000.0;151878.0;2
1899;262519;2;960.0;112135.0;1
1901;412014;2;1760.0;10095.0;1
1903;476637;2;2080.0;15447.000000000002;2
1904;476888;2;200.0;807.0;1
1905;380811;2;1000.0;3754.0000000000005;1
1907;379264;2;480.0;234419.00000000003;1
1908;300740;2;80.0;430.0;1
1909;300738;4;320.0;98905.0;6
1910;300739;2;140.0;98602.0;1
1911;300619;2;320.0;114672.0;4
1912;300572;2;940.0;82132.0;3
1916;300574;5;360.0;90735.0;5
1917;475709;2;320.0;6141.0;3
1918;475216;2;1240.0;47302.0;1
1919;475686;2;300.0;2143.0;1
1922;475551;2;280.0;11886.0;1
1923;475246;2;720.0;56089.0;3
1925;475244;2;520.0;64647.00000000001;1
1927;265827;2;1140.0;12213.0;1
1928;263851;3;1000.0;36593.0;2
1930;266031;2;340.0;3500.0;1
1931;265816;3;760.0;7076.0;3
1932;263845;3;1660.0;26803.0;1
1933;475553;3;300.0;384475.0;2
1934;475691;2;1220.0;437615.0;2
1935;475689;2;360.0;431952.0;2
1937;416437;2;800.0;15906.000000000002;1
1938;395131;2;420.0;104913.0;2
1939;416621;2;160.0;1847.0000000000002;1
1940;416711;2;760.0;4764.0;2
1942;448366;3;1260.0;52874.0;4
1946;464736;3;1500.0;171642.0;4
1948;465572;3;280.0;987.0000000000001;3
1949;465642;2;260.0;1445.0;1
1950;465665;2;540.0;2077.0;2
1951;465653;2;440.0;2042.0000000000002;3
1952;465589;2;380.0;1579.0;2
1953;395437;2;700.0;65471.00000000001;3
1954;396216;2;420.0;872.0;1
1956;395389;3;1460.0;4272.0;2
1957;261084;2;340.0;97710.0;1
1959;261083;2;740.0;89888.0;1
1961;474799;2;1420.0;3232.0;2
1964;474746;3;1280.0;6296.0;5
1965;474804;2;840.0;3458.0;1
1966;470714;3;1600.0;629453.0;2
1967;395574;2;220.0;2651.0;2
1968;395127;3;1080.0;84592.0;3
1970;258357;2;460.0;1003.0000000000001;2
1971;258057;3;1780.0;9146.0;3
1973;465677;2;200.0;2234.0;1
1974;465573;2;320.0;8527.0;3
1975;465537;2;300.0;14870.000000000002;2
1977;465534;3;520.0;15844.000000000002;4
1978;465535;2;400.0;8734.0;2
1980;465663;3;940.0;3130.0;4
1981;465610;2;100.0;5605.0;1
1982;476910;3;1760.0;83007.0;3
1983;477255;2;220.0;14195.0;2
1985;472343;2;200.0;463.00000000000006;1
1986;472267;2;520.0;3657.0000000000005;2
1987;472356;2;600.0;1300.0;1
1988;472444;2;260.0;2592.0;2
1989;472270;2;240.0;2314.0;1
1990;383467;3;640.0;75041.0;2
1991;457190;3;1580.0;55736.0;2
1992;457193;2;1460.0;59540.00000000001;1
1994;457187;2;1040.0;51708.0;1
1995;457147;3;1020.0;53488.0;3
1997;390715;2;1440.0;3826.0000000000005;2
1998;265622;2;1260.0;76110.0;1
1999;265620;3;1540.0;75459.0;1
2000;265613;3;1020.0;76040.0;3
2001;265601;2;1600.0;68261.0;1
2002;265611;2;660.0;66085.0;2
2003;265608;2;340.0;78270.0;1
2004;260570;2;1000.0;2120.0;4
2005;259923;2;1300.0;8156.000000000001;1
2006;260599;2;360.0;782.0;1
2009;426052;3;1220.0;4538.0;3
2010;426105;3;900.0;3463.0;5
2011;425214;2;460.0;80877.0;1
2012;426176;2;660.0;2625.0;2
2013;426137;2;600.0;2975.0;1
2014;426071;3;1580.0;7140.0;8
2015;426154;3;1020.0;3237.0;1
2016;465285;2;1380.0;41619.0;1
2017;465295;3;600.0;47695.0;6
2018;465301;2;1320.0;50499.0;1
2019;465291;3;720.0;45511.0;6
2020;465298;3;1660.0;47869.0;9
2022;462115;2;120.0;1023.0000000000001;1
2023;461828;2;2080.0;48575.0;2
2026;462060;2;300.0;2643.0;1
2027;411833;2;420.0;45867.0;2
2029;455051;3;940.0;116689.0;5
2030;455048;2;720.0;106595.0;1
2031;456212;2;860.0;6072.0;2
2032;262239;2;280.0;63334.00000000001;1
2034;263113;3;1080.0;48342.0;4
2035;263449;2;880.0;3281.0;1
2036;263108;2;560.0;11415.0;1
2038;255041;2;460.0;866.0;1
2039;255051;2;500.0;5934.0;1
2040;255072;2;1340.0;7599.000000000001;3
2041;255062;2;1160.0;3810.0000000000005;2
2043;255057;2;260.0;860.0;1
2046;463242;2;480.0;1232.0;2
2047;463250;2;240.0;2085.0;1
2050;463337;2;1020.0;2471.0;1
2052;449826;2;620.0;1438.0;1
2055;472078;3;660.0;2081.0;2
2057;472127;3;1240.0;10233.0;3
2058;472092;2;800.0;2128.0;1
2059;474623;3;840.0;17910.0;3
2060;474808;3;300.0;2110.0;3
2062;474616;2;700.0;9662.0;2
2063;474628;2;660.0;19153.0;1
2064;474561;2;1680.0;23978.0;1
2066;474719;2;1200.0;8232.0;1
2067;258244;2;720.0;3682.0000000000005;1
2068;258075;2;1340.0;2822.0;2
2069;257573;2;1460.0;250411.00000000003;2
2070;260482;2;580.0;2451.0;1
2071;462347;2;1160.0;3629.0;1
2072;462363;2;240.0;1105.0;1
2074;475423;2;680.0;1249.0;2
2075;475519;2;720.0;3092.0;4
2076;475356;2;920.0;7475.000000000001;1
2077;463942;2;440.0;6178.0;3
2078;463920;2;1260.0;5286.0;1
2079;463841;3;780.0;10557.0;2
2081;464008;2;720.0;4235.0;2
2082;459698;2;420.0;545152.0;1
2084;459632;2;720.0;547178.0;1
2085;464007;2;360.0;2697.0;3
2086;463614;2;1220.0;4525.0;2
2087;449503;2;320.0;29679.000000000004;1
2089;449500;2;900.0;24865.0;1
2090;426115;2;560.0;2126.0;2
2091;426207;2;560.0;1852.0000000000002;2
2093;426157;2;440.0;2299.0;1
2094;426002;2;840.0;47849.0;4
2095;425936;2;1480.0;11464.0;3
2097;470458;2;700.0;72940.0;1
2099;470976;3;780.0;3241.0;7
2100;471022;3;940.0;6903.0;3
2102;471088;2;380.0;2199.0;2
2103;470971;3;700.0;5524.0;7
2104;471113;2;380.0;942.0000000000001;1
2105;460936;2;1160.0;3771.0000000000005;3
2106;460204;2;1920.0;65743.0;1
2107;461067;3;1980.0;5785.0;2
2109;469726;2;1140.0;4644.0;2
2111;469217;2;440.0;13811.0;1
2112;469734;2;880.0;3557.0;1
2113;468732;2;660.0;44278.0;1
2114;469560;3;580.0;11206.0;1
2115;469226;2;380.0;19630.0;1
2116;472295;2;180.0;626.0;2
2117;410195;2;300.0;1001.0000000000001;2
2118;409824;2;820.0;57707.0;3
2119;410076;2;780.0;6344.0;3
2120;397600;2;940.0;33278.0;1
2121;383577;3;2000.0;307147.0;2
2122;391051;2;740.0;5413.0;1
2123;462568;2;2000.0;159957.0;2
2124;463489;3;540.0;1253.0;3
2125;462541;2;480.0;155042.0;2
2126;463235;2;740.0;1674.0;1
2127;463501;2;600.0;1053.0;1
2128;383496;2;1100.0;97029.0;1
2129;476368;3;880.0;2099.0;1
2130;476557;2;1120.0;3389.0;3
2131;476382;3;660.0;11257.0;2
2132;469183;2;760.0;1726.0;1
2133;476688;2;1000.0;10231.0;5
2134;476645;3;660.0;12036.0;3
2135;476695;2;1220.0;11209.0;6
2136;476831;2;1380.0;5170.0;5
2137;452153;3;560.0;2432.0;3
2138;452176;3;1740.0;7506.000000000001;3
2139;452381;2;1000.0;2707.0;2
2140;452353;2;320.0;2543.0;1
2141;452024;2;280.0;4093.0000000000005;1
2143;449455;2;440.0;161861.0;1
2144;449337;2;1220.0;209276.0;2
2145;449456;2;500.0;162706.0;1
2146;451878;2;660.0;29734.000000000004;3
2147;451751;2;980.0;34731.0;1
2150;464046;2;900.0;2825.0;2
2152;463941;3;980.0;3495.0;4
2153;463987;2;400.0;1483.0;1
2154;464048;2;100.0;1974.0000000000002;2
2156;464077;2;540.0;1464.0;1
2157;463844;3;1420.0;10557.0;3
2159;395885;2;440.0;3821.0000000000005;1
2160;396027;3;440.0;7447.000000000001;4
2161;396113;2;400.0;2043.0000000000002;2
2162;396138;2;520.0;1485.0;2
2164;259122;2;320.0;76714.0;2
2165;457495;2;620.0;3136.0;1
2167;470404;2;440.0;86423.0;2
2168;470522;2;200.0;68299.0;2
2169;470396;2;620.0;80031.0;3
2170;468069;3;720.0;280707.0;2
2171;462151;2;100.0;398.0;1
2172;461942;2;1000.0;9698.0;1
2173;461897;2;840.0;4547.0;1
2174;462063;2;320.0;2603.0;2
2176;462094;2;200.0;3831.0000000000005;1
2177;260131;2;360.0;2418.0;1
2178;260133;2;260.0;1517.0;1
2179;260035;2;1620.0;49951.0;1
2180;260127;2;660.0;32493.000000000004;2
2181;260248;2;840.0;1937.0000000000002;1
2182;260135;2;480.0;34888.0;1
2183;260291;2;660.0;2591.0;1
2184;448702;2;580.0;3720.0000000000005;3
2185;448220;2;380.0;20561.0;1
2186;448864;3;700.0;1937.0000000000002;4
2188;448191;2;960.0;74673.0;1
2189;448903;2;360.0;1608.0;3
2190;454858;2;500.0;1672.0;1
2191;454828;3;980.0;3096.0;4
2192;454649;2;1580.0;6138.0;4
2193;454495;2;940.0;3023.0;3
2194;452747;2;1340.0;156873.0;4
2195;266168;2;2080.0;5446.0;1
2197;266159;2;820.0;3286.0;1
2198;266255;2;280.0;842.0;1
2199;266247;2;380.0;1840.0000000000002;4
2200;417568;2;1020.0;96521.0;1
2201;417244;2;560.0;242427.00000000003;1
2202;456349;2;1140.0;2813.0;4
2203;454891;3;1660.0;164914.0;5
2204;455823;2;1440.0;32824.0;4
2205;456363;2;400.0;516.0;1
2207;417320;2;920.0;475604.00000000006;1
2208;417271;2;720.0;483839.00000000006;1
2209;411920;2;420.0;558177.0;1
2210;417286;2;640.0;474619.00000000006;1
2211;454290;2;220.0;902.0;1
2212;453589;2;800.0;13878.0;3
2213;454156;2;440.0;5027.0;2
2214;453206;2;1140.0;16740.0;4
2215;453965;2;220.0;8006.000000000001;1
2217;453527;2;720.0;14490.0;1
2219;454260;2;180.0;2471.0;1
2220;454048;2;680.0;6338.0;1
2221;425612;2;1500.0;85349.0;1
2222;426506;2;480.0;4481.0;2
2223;457525;2;1080.0;15970.000000000002;3
2224;457832;2;1920.0;6975.0;2
2225;475977;2;820.0;150557.0;1
2227;476203;2;700.0;66797.0;1
2228;476682;2;420.0;8986.0;3
2229;476206;3;1300.0;76236.0;2
2230;476852;2;240.0;2373.0;2
2231;418238;2;620.0;1397.0;1
2232;418298;2;660.0;2236.0;1
2233;417991;2;860.0;3937.0000000000005;1
2234;417421;3;1000.0;100859.0;2
2237;263348;2;520.0;8774.0;1
2239;263195;2;340.0;1252.0;1
2240;263485;2;560.0;1512.0;1
2242;451603;2;540.0;68695.0;2
2243;451598;2;260.0;66666.0;1
2244;452346;2;160.0;493.00000000000006;1
2246;450026;2;920.0;156288.0;1
2247;452399;2;440.0;954.0000000000001;1
2248;411871;3;880.0;47229.0;2
2250;416275;2;280.0;954.0000000000001;2
2251;412030;2;1060.0;5380.0;1
2252;416242;2;680.0;2561.0;1
2253;473896;3;840.0;2969.0;2
2254;474017;2;1280.0;2921.0;3
2256;460935;3;900.0;4166.0;2
2258;460843;2;840.0;8878.0;3
2259;460232;2;420.0;70597.0;1
2260;261517;2;880.0;2493.0;1
2262;448420;3;1380.0;7530.000000000001;4
2264;448383;3;500.0;2414.0;1
2266;448531;3;1200.0;5089.0;6
2267;447810;2;1720.0;139830.0;2
2269;395226;2;740.0;66667.0;2
2270;395759;2;800.0;1528.0;2
2271;395583;2;1200.0;4246.0;3
2272;395795;2;120.0;130.0;1
2273;476209;2;780.0;41774.0;2
2274;476578;2;460.0;1239.0;1
2275;476490;2;620.0;5470.0;1
2276;476558;2;280.0;3141.0;2
2277;476393;2;1320.0;5413.0;1
2278;476528;3;940.0;5115.0;2
2279;476507;2;440.0;4892.0;1
2280;457790;2;740.0;9016.0;1
2281;457175;2;1980.0;80447.0;4
2282;457846;3;1120.0;8537.0;2
2283;457975;2;700.0;2827.0;1
2284;457654;2;620.0;11539.0;2
2286;258573;2;360.0;1605.0;1
2288;258604;2;820.0;2020.0000000000002;1
2289;258435;2;660.0;2723.0;2
2290;257890;2;640.0;85686.0;2
2291;258514;2;560.0;2208.0;1
2293;461607;2;1360.0;83358.0;4
2294;450037;3;1140.0;47161.0;2
2295;451911;2;940.0;5048.0;2
2296;451717;3;980.0;10333.0;2
2299;453999;3;520.0;7945.000000000001;2
2300;452634;2;580.0;155078.0;1
2301;454151;2;620.0;4109.0;2
2303;384166;2;840.0;2973.0;1
2304;383587;3;1320.0;60367.00000000001;2
2306;384001;2;920.0;5921.0;1
2307;468748;2;900.0;58952.00000000001;1
2308;468759;2;1060.0;66310.0;5
2309;468762;2;460.0;66753.0;3
2310;256079;2;1420.0;2840.0;1
2312;255981;2;1000.0;43466.0;2
2313;255966;2;1840.0;27931.0;1
2315;468941;2;280.0;2804.0;1
2316;468599;2;580.0;45510.0;1
2317;469203;2;700.0;1102.0;2
2318;469038;2;340.0;1622.0;1
2319;264046;2;1420.0;66796.0;1
2320;264619;2;380.0;998.0000000000001;1
2321;257791;3;460.0;1941.0000000000002;1
2322;257759;3;1720.0;194120.0;10
2323;257787;3;720.0;172908.0;2
2324;257794;3;460.0;179678.0;2
2325;257795;2;1380.0;168236.0;1
2326;258390;2;740.0;2978.0;1
2327;257943;2;880.0;76777.0;3
2328;383470;3;1180.0;72931.0;2
2329;383643;2;140.0;42246.0;2
2330;383625;2;380.0;48219.0;2
2331;383608;2;1200.0;49115.0;2
2332;261266;3;680.0;5196.0;1
2333;261407;2;220.0;642.0;1
2334;261097;2;1240.0;25514.0;1
2336;261188;3;540.0;1512.0;3
2338;261297;2;620.0;3680.0000000000005;2
2339;261110;3;460.0;978.0000000000001;1
2341;261115;3;1560.0;4343.0;2
2343;259318;2;1140.0;2915.0;2
2344;473743;2;440.0;1801.0;1
2345;473771;2;520.0;3538.0;2
2346;473993;2;640.0;1681.0;2
2347;391449;3;1160.0;68124.0;2
2349;453265;3;1140.0;77508.0;4
2350;454719;3;1260.0;5120.0;5
2351;452755;2;740.0;167852.0;1
2352;452754;2;1140.0;159706.0;2
2353;475737;3;1460.0;3316.0;2
2354;475474;3;680.0;13636.0;2
2355;475697;3;740.0;3735.0000000000005;2
2356;475468;2;520.0;11981.0;1
2357;475667;2;700.0;1149.0;3
2358;475167;3;1960.0;63833.00000000001;1
