;id_labdoc;n_users;durée_écriture;plage_travail;passage_main
11142;453969;3;740.0;4171.0;4
11145;462235;2;120.0;333.0;1
11147;417562;2;1580.0;106194.0;3
11148;418302;3;1740.0;67824.0;5
11149;417597;3;940.0;101642.0;3
11150;455885;2;1340.0;18117.0;1
11151;456314;2;300.0;5523.0;2
11152;456231;2;480.0;4184.0;1
11153;456247;3;1140.0;7384.000000000001;5
11155;418377;2;180.0;29640.000000000004;1
11156;417679;2;400.0;68892.0;1
11157;418173;2;1020.0;39653.0;1
11158;418303;3;900.0;4502.0;1
11159;416372;2;300.0;37094.0;1
11160;416355;2;360.0;38980.0;1
11161;416360;2;1060.0;38025.0;2
11162;416356;2;180.0;36491.0;2
11163;416329;2;180.0;657.0;1
11165;463465;3;1460.0;107250.0;4
11166;463335;2;320.0;1398.0;1
11167;463324;2;420.0;2824.0;1
11168;463372;2;240.0;3564.0;2
11169;463354;2;700.0;109823.0;1
11170;462958;3;660.0;68378.0;3
11171;448314;3;300.0;144958.0;2
11172;449302;2;960.0;2615.0;1
11173;448332;2;1500.0;146660.0;2
11174;448331;2;1940.0;148839.0;4
11175;448450;3;1220.0;111314.0;2
11176;448053;3;1080.0;179658.0;1
11177;448287;2;1720.0;149039.0;3
11179;448586;2;220.0;99809.0;1
11180;449317;2;460.0;915.0000000000001;1
11181;454805;2;1440.0;4749.0;6
11182;454795;2;440.0;2062.0;2
11184;449714;3;1000.0;32920.0;2
11187;449708;3;1380.0;36323.0;2
11190;262229;2;1280.0;61886.00000000001;2
11191;262522;2;1180.0;3216.0;1
11192;262240;2;580.0;61994.00000000001;1
11193;266240;2;200.0;901.0;1
11194;266223;2;1220.0;5113.0;2
11195;265637;2;460.0;83849.0;2
11196;410162;2;520.0;1653.0;1
11197;410025;3;360.0;7688.000000000001;2
11198;395961;2;140.0;188310.0;1
11199;410127;2;240.0;3090.0;1
11200;395964;2;860.0;243669.00000000003;1
11201;395965;2;260.0;245378.00000000003;1
11203;395603;3;420.0;246552.00000000003;1
11204;473758;2;1300.0;8580.0;3
11205;472452;2;800.0;2042.0000000000002;1
11206;472330;2;300.0;5673.0;1
11207;472503;2;260.0;509.00000000000006;1
11208;463221;3;400.0;4560.0;2
11209;463207;3;200.0;8180.000000000001;2
11210;463220;3;260.0;7659.000000000001;2
11211;463158;2;1660.0;19478.0;5
11212;463311;3;340.0;3568.0;2
11213;477264;2;520.0;10632.0;1
11214;477157;2;980.0;86199.0;2
11215;477069;2;1060.0;88801.0;1
11216;477263;2;1380.0;12862.0;3
11217;473139;2;940.0;7269.0;3
11219;473238;2;500.0;7841.000000000001;2
11220;473439;2;1240.0;3411.0;5
11221;466323;3;720.0;576243.0;1
11224;468580;3;1560.0;91993.0;5
11225;468583;2;780.0;90020.0;5
11226;448892;2;700.0;1621.0;1
11228;448536;2;740.0;2784.0;2
11229;259333;2;60.0;61695.00000000001;1
11231;259821;2;220.0;367.0;1
11233;259331;2;120.0;61315.00000000001;1
11234;259158;3;1100.0;6528.0;1
11235;259426;2;120.0;46575.0;1
11237;259447;2;300.0;4700.0;2
11239;259729;2;720.0;4060.0000000000005;2
11240;463958;3;1880.0;7126.0;7
11242;463970;3;340.0;1559.0;4
11243;463957;2;380.0;3788.0000000000005;1
11244;264101;2;1900.0;67317.0;1
11246;396343;2;280.0;1190.0;1
11247;395536;2;340.0;33086.0;3
11249;449716;2;1040.0;106415.0;1
11250;449326;2;660.0;166762.0;2
11254;449281;3;1400.0;192932.0;5
11255;451554;2;500.0;7641.000000000001;1
11256;449320;3;760.0;180397.0;6
11257;449718;2;120.0;121.00000000000001;1
11258;471050;2;620.0;4499.0;5
11260;471091;2;800.0;3328.0;4
11261;470882;2;620.0;12543.0;4
11262;465311;3;1280.0;31833.000000000004;3
11263;465378;2;380.0;8165.000000000001;2
11264;465331;3;1340.0;23034.0;2
11265;465506;2;620.0;2496.0;1
11266;465329;2;880.0;23615.0;1
11269;393793;2;680.0;9255.0;1
11270;394337;3;1400.0;23035.0;4
11271;262556;3;480.0;2938.0;3
11272;262571;3;240.0;2040.0000000000002;2
11273;261646;3;880.0;5163.0;2
11274;261644;3;1540.0;6007.0;3
11276;261652;3;860.0;214015.0;4
11277;466011;2;300.0;610283.0;2
11278;466010;2;220.0;612526.0;1
11280;465936;2;1440.0;613287.0;1
11281;469753;2;360.0;2970.0;2
11282;466080;3;1220.0;612662.0;5
11283;466081;2;420.0;612642.0;3
11284;465999;2;880.0;612629.0;3
11285;466041;2;420.0;608384.0;1
11286;391724;2;1300.0;88282.0;2
11287;391713;3;480.0;106104.0;3
11289;410154;3;340.0;2078.0;2
11290;396815;2;220.0;163320.0;1
11291;410140;2;680.0;2286.0;2
11292;410039;2;120.0;3105.0;2
11293;410004;2;540.0;9392.0;2
11294;410139;2;260.0;593.0;1
11296;475992;3;920.0;132486.0;3
11298;475993;3;1020.0;132361.0;6
11300;476527;2;900.0;2108.0;2
11301;476457;2;840.0;4954.0;5
11302;476505;3;160.0;2060.0;2
11304;476343;3;580.0;9638.0;4
11305;460731;2;1740.0;184968.0;2
11307;462344;2;260.0;1456.0;1
11308;462352;2;780.0;2014.0000000000002;2
11309;469380;3;440.0;15038.000000000002;2
11310;469591;3;720.0;9025.0;2
11312;469375;3;580.0;8967.0;6
11313;467994;3;1180.0;185973.0;3
11314;467683;2;1200.0;271035.0;1
11315;469376;2;900.0;15048.000000000002;6
11317;465257;3;2060.0;65761.0;5
11318;465234;2;1300.0;69580.0;1
11319;465495;2;600.0;2808.0;1
11320;465254;2;860.0;62689.00000000001;3
11321;465259;2;1320.0;61205.00000000001;2
11322;465253;2;300.0;63103.00000000001;2
11323;384209;2;200.0;332.0;2
11324;384167;2;420.0;3241.0;2
11325;384141;2;320.0;4789.0;3
11326;384143;2;400.0;4698.0;2
11327;382153;2;160.0;262019.00000000003;1
11328;258340;3;1980.0;3406.0;1
11330;411792;2;940.0;73666.0;1
11331;411741;2;820.0;76708.0;1
11332;411780;3;660.0;75470.0;1
11333;416875;2;680.0;1770.0;1
11334;416700;2;260.0;1125.0;1
11335;451861;2;320.0;4175.0;2
11336;457447;2;420.0;4298.0;1
11337;457058;3;720.0;70483.0;1
11338;457516;2;720.0;1724.0;3
11339;457375;3;460.0;11965.0;3
11340;259137;2;980.0;21172.0;1
11341;258487;2;800.0;7971.000000000001;1
11342;258455;2;240.0;7571.000000000001;3
11343;258479;2;520.0;3831.0000000000005;1
11344;258527;2;280.0;1961.0000000000002;1
11345;424509;3;1680.0;241238.00000000003;2
11346;426487;2;1180.0;5206.0;2
11347;426457;2;220.0;488.00000000000006;1
11348;260247;2;860.0;3857.0000000000005;3
11349;260269;3;1720.0;5826.0;4
11350;260267;2;1120.0;2145.0;1
11351;255569;3;1460.0;322337.0;1
11353;255929;2;440.0;59371.00000000001;1
11354;255932;3;1240.0;59934.00000000001;3
11355;455585;3;660.0;246016.00000000003;5
11356;455586;2;500.0;246565.00000000003;3
11357;457901;3;2060.0;5012.0;4
11358;457891;2;280.0;2328.0;1
11361;265731;2;1020.0;57298.0;1
11362;265991;2;420.0;3421.0;1
11363;426141;2;1260.0;9721.0;2
11364;425942;3;360.0;55727.0;3
11365;426213;2;620.0;8738.0;1
11366;425946;3;880.0;65500.00000000001;2
11367;425913;3;760.0;55104.0;2
11368;425079;2;580.0;59868.00000000001;2
11369;425271;2;800.0;9722.0;1
11370;425081;2;1680.0;60946.00000000001;2
11371;266001;3;1880.0;4877.0;2
11372;263993;2;420.0;414711.0;2
11373;265974;3;1040.0;3593.0;2
11375;474683;2;900.0;202751.0;3
11376;474689;2;1500.0;8576.0;3
11378;391196;2;560.0;5037.0;1
11379;391079;2;560.0;6204.0;1
11380;390970;3;1360.0;45439.0;5
11382;261134;2;1220.0;60378.00000000001;3
11383;261295;2;1600.0;5350.0;4
11385;475320;3;700.0;13289.0;3
11386;475428;2;780.0;3803.0000000000005;1
11387;475460;2;940.0;2675.0;1
11388;475330;2;840.0;10008.0;2
11389;475386;3;1180.0;11436.0;4
11391;472168;2;1160.0;6348.0;3
11393;472079;3;520.0;9737.0;2
11394;472176;2;860.0;3069.0;1
11395;472110;3;520.0;8717.0;3
11396;472069;2;820.0;6777.0;4
11397;472166;3;1460.0;4880.0;9
11400;475353;3;1840.0;29046.0;3
11401;475350;3;680.0;23502.0;4
11403;453833;2;620.0;4765.0;1
11404;453677;2;200.0;5763.0;1
11405;454121;2;260.0;16340.000000000002;1
11406;265271;2;740.0;2109.0;1
11408;265466;2;260.0;7888.000000000001;1
11410;453113;3;760.0;1528.0;8
11411;454855;2;360.0;1994.0000000000002;1
11412;476361;2;1040.0;11082.0;1
11415;476533;2;680.0;1338.0;1
11416;476553;2;360.0;534.0;1
11418;469189;2;1420.0;43274.0;2
11419;469152;3;480.0;3996.0000000000005;2
11420;469093;2;640.0;44977.0;1
11423;263745;2;1160.0;2469.0;1
11424;475685;2;1280.0;3994.0000000000005;3
11425;475601;3;1280.0;8685.0;7
11426;475611;2;540.0;3133.0;1
11427;475212;2;700.0;56664.0;1
11428;416067;2;540.0;53102.0;1
11429;411846;2;420.0;99988.0;2
11430;411844;2;300.0;100057.0;2
11431;417275;2;720.0;5611.0;2
11432;411849;2;580.0;100998.0;3
11433;416070;2;360.0;53099.0;3
11435;383698;3;1000.0;9439.0;4
11436;383860;2;560.0;3746.0000000000005;1
11437;382004;2;1600.0;6178.0;1
11438;465651;2;420.0;1100.0;1
11439;465246;2;1080.0;81657.0;1
11440;465645;3;1780.0;5808.0;4
11441;476813;3;920.0;4982.0;6
11442;476739;2;1280.0;7096.0;4
11443;383707;2;400.0;11362.0;1
11444;383907;2;1820.0;38588.0;2
11445;383491;2;580.0;72745.0;2
11448;259858;3;1020.0;9645.0;1
11449;260246;2;280.0;8792.0;1
11451;259967;2;880.0;68954.0;1
11452;260341;2;300.0;2117.0;2
11454;260305;2;300.0;752.0;1
11456;473402;2;1080.0;3873.0000000000005;2
11457;473475;2;680.0;1589.0;1
11458;473449;2;1500.0;40828.0;3
11459;473136;2;1760.0;11407.0;2
11460;391252;2;1680.0;45242.0;1
11461;391073;2;700.0;10346.0;1
11463;391219;2;620.0;48079.0;1
11464;395525;2;1220.0;11049.0;1
11465;395619;2;660.0;5351.0;1
11466;395660;3;1240.0;30464.000000000004;5
11467;260708;3;1600.0;173807.0;1
11468;260399;3;960.0;95494.0;1
11470;260703;2;1700.0;7040.0;2
11471;473908;2;600.0;1980.0000000000002;1
11472;472757;2;1260.0;106599.0;3
11473;473723;2;460.0;10830.0;3
11474;473721;3;1480.0;12094.0;5
11475;473725;3;640.0;10733.0;4
11476;462104;2;260.0;1763.0;1
11477;461920;2;1640.0;9901.0;1
11478;461724;2;460.0;60910.00000000001;2
11479;461741;3;860.0;61395.00000000001;3
11482;395520;3;580.0;8472.0;2
11483;260562;2;820.0;1615.0;1
11484;260006;2;1040.0;84351.0;3
11485;259936;3;1780.0;93434.0;3
11487;383828;2;660.0;375601.0;1
11488;394800;2;2080.0;9674.0;1
11489;452279;2;1200.0;3173.0;5
11490;452154;2;640.0;7529.000000000001;2
11491;452217;2;1000.0;5726.0;3
11492;460766;3;740.0;98283.0;2
11496;461097;2;540.0;86350.0;1
11497;461289;2;1220.0;87121.0;2
11498;461261;2;720.0;85987.0;1
11499;472206;3;1260.0;18792.0;5
11502;472256;2;680.0;15329.000000000002;1
11503;263414;2;940.0;1620.0;2
11504;262224;3;960.0;138850.0;2
11505;263132;2;740.0;45754.0;2
11506;456329;3;1040.0;5222.0;4
11507;456243;2;520.0;6127.0;1
11508;456315;2;540.0;3994.0000000000005;1
11509;455127;3;800.0;200405.0;2
11510;396109;2;280.0;1751.0;3
11511;396063;2;1100.0;3690.0000000000005;2
11512;391007;2;180.0;408001.0;2
11514;395921;2;540.0;10303.0;1
11515;416738;3;780.0;6614.0;2
11518;471049;3;1740.0;5013.0;5
11519;470894;2;580.0;12225.0;3
11520;470926;3;800.0;6135.0;1
11522;426109;2;660.0;4629.0;1
11523;426144;2;1380.0;4032.0000000000005;1
11524;426068;2;820.0;9882.0;2
11525;457295;2;480.0;90847.0;2
11526;461009;2;580.0;1719.0;1
11527;460713;2;480.0;18254.0;1
11528;449955;2;720.0;164078.0;3
11529;447724;2;1660.0;525775.0;3
11530;449958;2;1520.0;164996.0;5
11531;451555;2;120.0;67955.0;1
11532;258074;2;720.0;3858.0000000000005;1
11534;258373;2;940.0;1348.0;1
11535;258072;2;240.0;9478.0;1
11536;258382;2;280.0;468.00000000000006;1
11538;258342;2;520.0;3150.0;1
11539;264044;2;660.0;72619.0;1
11541;263896;2;680.0;80415.0;1
11542;261194;2;1440.0;67873.0;1
11543;261055;2;1180.0;5120.0;2
11545;261585;2;80.0;963.0000000000001;1
11546;261455;2;440.0;9440.0;1
11547;380853;2;1160.0;69212.0;1
11549;425261;2;420.0;9607.0;1
11550;425246;2;160.0;5890.0;2
11551;425408;2;520.0;3616.0;3
11552;425273;2;440.0;8786.0;4
11553;457944;2;640.0;2449.0;1
11554;457316;2;200.0;55352.0;1
11557;266154;2;1100.0;7553.000000000001;1
11558;264942;2;380.0;244213.00000000003;1
11559;266122;2;1000.0;11176.0;1
11560;266236;2;1680.0;3259.0;1
11562;266261;2;340.0;583.0;1
11563;259389;2;140.0;99738.0;1
11564;383638;2;1640.0;61859.00000000001;4
11565;384185;2;1880.0;9091.0;5
11566;461938;3;1480.0;8568.0;5
11567;461778;2;360.0;57442.0;1
11569;457259;2;960.0;54072.0;3
11570;457265;2;2000.0;54251.0;3
11571;465664;3;180.0;2153.0;2
11572;465394;3;1380.0;27806.0;6
11573;465624;2;420.0;6067.0;1
11575;464903;2;520.0;98982.0;1
11576;448029;2;680.0;97061.0;3
11577;448059;2;1320.0;94551.0;6
11578;258519;2;1240.0;6686.0;1
11579;257974;2;1380.0;54483.0;2
11580;476687;2;1400.0;6234.0;4
11581;475895;2;940.0;172176.0;4
11582;476828;2;1080.0;3970.0000000000005;2
11583;474621;3;600.0;15687.000000000002;4
11584;474763;3;1700.0;5520.0;5
11585;474624;2;300.0;16036.000000000002;3
11586;474671;2;420.0;2189.0;2
11587;472563;3;1740.0;419834.0;3
11588;474794;2;660.0;3452.0;3
11590;263397;2;920.0;4543.0;1
11591;276486;2;320.0;1860.0000000000002;2
11593;276485;2;700.0;2176.0;1
11594;274463;2;980.0;364118.0;1
11595;276000;2;1140.0;3693.0000000000005;2
11596;274464;2;860.0;188556.0;3
11597;275750;2;180.0;183956.0;1
11601;270069;2;600.0;266414.0;2
11602;270381;2;660.0;76935.0;1
11603;271435;2;600.0;120127.00000000001;1
11605;271377;2;920.0;77733.0;4
11606;276488;2;1780.0;11611.0;1
11607;275752;2;160.0;185514.0;1
11609;276482;2;1100.0;13663.0;1
11610;273932;2;880.0;77586.0;2
11611;269115;2;600.0;99769.0;1
11612;271419;2;1580.0;49630.0;1
11614;269061;2;720.0;524066.00000000006;1
11615;269060;2;1560.0;577433.0;1
11616;269062;2;400.0;149915.0;1
11617;271441;2;1840.0;12827.0;1
11619;276192;2;1680.0;97651.0;3
11621;276004;2;2040.0;179697.0;1
11624;275748;2;320.0;91679.0;1
11626;270973;2;1360.0;288383.0;1
11627;271400;2;340.0;241985.00000000003;1
11628;269016;2;580.0;145243.0;1
11630;269102;2;2040.0;507282.00000000006;1
11631;271415;2;500.0;86909.0;1
11632;269104;2;820.0;525709.0;1
11633;271420;2;180.0;70331.0;1
11636;273952;2;960.0;86452.0;1
11639;275749;2;120.0;5449.0;3
11641;445113;2;160.0;57486.0;2
11642;442380;2;560.0;2925.0;1
11643;445112;2;280.0;63258.00000000001;4
11644;442375;2;460.0;250726.00000000003;2
11645;445027;2;300.0;68517.0;3
11646;445514;2;380.0;3147.0;1
11647;445516;2;80.0;1077.0;1
11648;444985;2;240.0;11873.0;1
11649;442377;2;160.0;76145.0;1
11650;445118;2;200.0;61391.00000000001;1
11651;445028;2;220.0;68526.0;1
11653;442379;2;400.0;74028.0;3
11654;444881;2;540.0;79544.0;2
11655;445116;2;340.0;61482.00000000001;3
11657;263086;2;280.0;8810.0;1
11658;262938;2;180.0;10873.0;1
11659;256774;2;580.0;19282.0;2
11660;256776;2;360.0;24413.0;2
11661;262932;2;100.0;9632.0;1
11662;442710;2;100.0;14850.000000000002;1
11663;442709;2;380.0;173197.0;2
11664;442695;2;80.0;15701.000000000002;1
11666;442737;2;140.0;170880.0;2
11667;442841;2;1140.0;157383.0;3
11668;442386;2;400.0;174143.0;2
11670;442698;2;400.0;265053.0;3
11671;442384;2;100.0;100875.0;1
11672;259011;2;700.0;176733.0;2
11675;257468;2;680.0;643511.0;3
11676;259010;2;240.0;505.00000000000006;1
11677;260053;2;100.0;82018.0;2
11678;259007;2;220.0;68152.0;1
11679;260111;2;1000.0;72185.0;1
11680;259731;2;640.0;41882.0;2
11681;260481;2;540.0;18971.0;2
11682;395066;2;480.0;514141.00000000006;2
11684;384234;2;1360.0;442861.0;5
11686;396355;2;520.0;521246.00000000006;1
11687;395062;2;560.0;515936.00000000006;3
11688;384231;2;400.0;516992.00000000006;2
11689;384229;2;580.0;102985.0;1
11690;395068;2;860.0;170800.0;4
11691;395071;2;720.0;83501.0;1
11706;441962;2;440.0;366196.0;2
11707;441994;2;260.0;362703.0;2
11708;441995;2;520.0;362816.0;2
11709;441959;2;460.0;366689.0;2
11710;264240;2;220.0;5423.0;1
11711;257066;2;300.0;348439.0;1
11712;262973;2;300.0;347359.0;1
11713;264243;2;240.0;3120.0;1
11715;264234;2;160.0;4403.0;1
11716;256808;2;700.0;355424.0;1
11724;262683;2;80.0;2274.0;1
11726;262685;2;60.0;2754.0;1
11727;384295;2;500.0;1386.0;1
11728;417511;2;360.0;58050.0;1
11731;258776;2;220.0;2778.0;1
11732;255663;2;200.0;2238.0;1
11733;258771;2;100.0;9403.0;1
11734;258711;2;380.0;9423.0;1
11737;256662;2;640.0;13111.0;1
11743;384282;2;600.0;351392.0;2
11744;384176;2;660.0;16960.0;1
11745;384171;2;300.0;21661.0;1
11747;384414;2;400.0;22736.0;1
11748;441885;2;560.0;85305.0;1
11751;258901;2;60.0;5292.0;1
11753;258906;2;280.0;591430.0;1
11755;256693;2;1700.0;69713.0;5
11756;258907;2;380.0;585897.0;1
11757;256688;2;180.0;521347.00000000006;2
11761;255712;2;1180.0;254961.00000000003;1
11768;448276;2;360.0;177563.0;2
11771;448131;2;140.0;22003.0;2
11774;395053;2;560.0;261585.00000000003;1
11775;397326;2;300.0;269857.0;2
11776;397319;2;280.0;269573.0;2
11777;397324;2;280.0;269702.0;2
11778;397321;2;340.0;324408.0;2
11779;395055;2;300.0;260698.00000000003;1
11780;397316;2;420.0;269545.0;2
11781;397314;2;260.0;269591.0;2
11783;395056;2;1280.0;153096.0;1
11785;258944;2;80.0;584949.0;1
11789;258941;2;60.0;223572.0;1
11791;260622;2;300.0;7621.000000000001;3
11792;260620;2;380.0;8721.0;1
11793;255700;2;280.0;278231.0;1
11797;395311;2;200.0;265746.0;1
11798;395382;2;220.0;261720.00000000003;1
11799;383543;2;320.0;258766.00000000003;1
11800;395398;2;240.0;240220.00000000003;1
11802;395374;2;180.0;261330.00000000003;1
11804;255753;2;480.0;3661.0000000000005;1
11805;258925;2;400.0;861.0;1
11807;255686;2;440.0;4901.0;1
11808;255684;2;300.0;5741.0;1
11809;258891;2;380.0;2841.0;1
11816;256920;2;420.0;77969.0;1
11817;263962;2;380.0;77888.0;1
11818;256918;2;240.0;78069.0;1
11822;256671;2;500.0;9193.0;1
11825;258991;2;520.0;342682.0;2
11827;263769;2;320.0;170094.0;1
11828;254206;2;1660.0;311751.0;1
11829;255032;2;1040.0;181909.0;1
11830;253936;2;1640.0;185609.0;1
11832;253939;2;760.0;185821.0;1
11834;255357;2;760.0;9276.0;1
11836;255075;2;520.0;66866.0;1
11837;255066;2;800.0;69871.0;1
11838;253890;2;460.0;187603.0;1
11839;254549;2;1440.0;180514.0;1
11841;254553;2;1780.0;85126.0;3
11842;254763;2;320.0;102370.0;1
11843;254184;2;260.0;37831.0;1
11845;254163;2;1820.0;262861.0;2
11846;254829;2;200.0;10930.0;1
11847;254167;2;1000.0;6312.0;1
11849;253923;2;100.0;189803.0;1
11850;253921;2;1040.0;362221.0;2
11851;254194;2;580.0;34468.0;1
11852;254192;2;360.0;112261.0;1
11853;254190;2;900.0;271176.0;2
11854;254496;2;500.0;201440.0;1
11855;254470;2;560.0;221254.0;1
11858;255308;2;560.0;81484.0;1
11859;255314;2;580.0;122643.00000000001;1
11860;254319;2;1860.0;271848.0;2
11861;254816;2;160.0;1056.0;1
11862;254622;2;760.0;84889.0;1
11865;253913;2;60.0;183605.0;1
11866;253905;2;960.0;182383.0;2
11867;255086;2;260.0;158419.0;1
11868;253901;2;780.0;190276.0;1
11873;254093;2;300.0;73427.0;2
11874;255092;2;1420.0;162863.0;1
11875;253928;2;480.0;152328.0;3
11877;253926;2;1420.0;78111.0;1
11878;253916;2;760.0;364600.0;1
11880;254656;2;160.0;540.0;2
11881;254156;2;1120.0;93916.0;3
11883;254874;2;1080.0;25623.0;2
11884;254868;2;260.0;16140.000000000002;1
11885;254835;2;1100.0;13123.0;1
11886;254869;2;240.0;8943.0;1
11887;254783;2;160.0;34417.0;3
11888;254152;2;1340.0;260669.00000000003;2
11890;254222;2;1300.0;191621.0;1
11892;255017;2;800.0;155395.0;1
11893;253980;2;80.0;485.00000000000006;1
11894;254475;2;2060.0;261182.00000000003;4
11895;254477;2;400.0;18145.0;2
11897;255647;2;860.0;8733.0;1
11898;254876;2;600.0;13659.0;1
11900;254201;2;980.0;339267.0;2
11901;254811;2;320.0;20041.0;1
11903;254817;2;740.0;89598.0;1
11904;255287;2;840.0;131922.0;2
11905;255633;2;1700.0;16987.0;1
11906;254441;2;1060.0;13273.0;1
11907;255627;2;700.0;20451.0;1
11909;255064;2;1200.0;82869.0;1
11910;255073;2;1300.0;77836.0;1
11911;254326;2;680.0;92489.0;1
11912;254620;2;200.0;17592.0;1
11913;254172;2;1760.0;16635.0;1
11914;254176;2;720.0;20133.0;1
11915;254730;2;1860.0;53091.0;1
11916;254916;2;620.0;65531.00000000001;1
11917;253906;2;1440.0;364466.0;1
11918;254898;2;620.0;76494.0;2
11919;254914;2;700.0;65080.00000000001;1
11921;253910;2;1020.0;64089.00000000001;1
11924;255650;2;1860.0;2875.0;1
11925;255625;3;2000.0;18669.0;2
11926;253954;2;660.0;194014.0;2
11927;253881;2;940.0;1825.0;1
11930;255049;2;240.0;80170.0;1
11934;254211;2;1120.0;12088.0;1
11935;254396;2;240.0;19659.0;1
11940;475278;2;720.0;51673.0;2
11943;259522;2;160.0;1466.0;1
11944;259519;2;560.0;734.0;1
11945;259526;2;280.0;3214.0;3
11948;263582;2;200.0;2886.0;1
11949;263580;2;400.0;7249.0;1
11950;263590;2;180.0;290.0;1
11951;263589;3;280.0;534.0;2
11952;263578;3;300.0;3327.0;3
11953;263586;3;160.0;205.0;2
11954;428304;2;440.0;3260.0;4
11955;428303;2;180.0;4746.0;2
11956;396482;3;480.0;3822.0000000000005;3
11957;396493;3;280.0;1449.0;3
11959;396484;2;300.0;1573.0;1
11960;416527;2;400.0;2256.0;2
11961;416526;2;280.0;2330.0;3
11962;416512;3;500.0;4717.0;8
11963;416524;3;800.0;3390.0;3
11964;416525;3;520.0;2339.0;2
11966;416523;3;340.0;3202.0;2
11967;416514;3;180.0;4155.0;3
11968;416537;2;60.0;973.0000000000001;1
11969;416555;3;280.0;2737.0;3
11970;416554;3;260.0;2681.0;4
11971;416539;2;280.0;920.0000000000001;1
11972;416552;3;240.0;3600.0;2
11973;416553;2;380.0;3775.0000000000005;3
11974;416538;3;420.0;2311.0;4
11975;416551;3;780.0;3795.0000000000005;5
11977;416549;2;400.0;699.0;1
11978;416550;3;460.0;3833.0000000000005;4
11979;266430;2;460.0;2802.0;5
11982;266423;3;460.0;5528.0;2
11983;266433;2;320.0;2660.0;3
11984;266422;3;260.0;933.0000000000001;3
11985;266427;3;160.0;2603.0;2
11986;266426;3;420.0;7933.000000000001;4
11987;266425;2;80.0;1385.0;1
11988;396940;2;580.0;437625.0;1
11989;396950;2;360.0;356957.0;2
11990;396951;2;440.0;437665.0;2
11991;396938;2;60.0;302.0;1
11992;396953;2;240.0;436765.0;2
11993;396952;2;480.0;357112.0;2
11994;396939;2;360.0;436997.0;2
11995;396956;2;320.0;436804.0;2
11996;396954;2;420.0;436803.0;2
11997;396955;2;240.0;436667.0;2
12000;396920;2;280.0;1331.0;1
12001;396934;2;220.0;564.0;1
12002;391140;2;180.0;12012.0;2
12003;391141;3;380.0;4261.0;4
12004;391142;3;420.0;1945.0000000000002;2
12005;266442;2;420.0;4439.0;1
12008;266448;2;360.0;699.0;1
12009;266440;3;200.0;2560.0;6
12011;264477;2;280.0;1055.0;1
12012;264467;3;640.0;5005.0;5
12014;264469;2;400.0;5705.0;1
12015;264471;3;160.0;713.0;1
12017;264468;2;600.0;2375.0;1
12020;416484;2;1600.0;108756.0;4
12021;416469;2;1420.0;98279.0;1
12023;416467;2;260.0;1915.0000000000002;1
12024;416483;2;1180.0;108386.0;4
12025;416466;2;120.0;303.0;1
12026;416482;2;1420.0;109185.0;2
12029;396517;2;140.0;5224.0;2
12030;396520;2;600.0;1545.0;1
12032;396826;2;160.0;180.0;1
12033;396518;2;240.0;6303.0;3
12034;428342;3;620.0;4657.0;7
12035;428359;3;100.0;424.0;1
12036;428355;2;240.0;1296.0;1
12037;259549;2;180.0;221.0;1
12038;259548;2;200.0;221.0;1
12039;259551;2;220.0;221.0;1
12041;259538;2;380.0;3352.0;1
12043;259536;3;400.0;6281.0;4
12044;259544;2;60.0;901.0;1
12045;259537;3;400.0;2833.0;2
12046;259545;2;460.0;1121.0;1
12047;260470;3;220.0;1907.0000000000002;3
12048;260463;2;440.0;5843.0;1
12049;260462;3;280.0;916.0000000000001;2
12050;260466;2;180.0;2800.0;2
12052;260475;2;240.0;393.0;1
12053;416143;3;300.0;1683.0;3
12054;416142;3;320.0;1235.0;5
12055;416130;3;640.0;248791.00000000003;7
12056;416141;3;400.0;1454.0;4
12057;416144;3;200.0;1725.0;3
12058;416145;3;320.0;2517.0;3
12059;416147;3;140.0;2679.0;2
12060;416146;3;180.0;2534.0;3
12061;264493;2;200.0;1950.0000000000002;1
12062;264489;3;280.0;5435.0;3
12063;264488;2;60.0;2894.0;1
12065;264485;3;580.0;6079.0;7
12067;264486;2;340.0;1830.0000000000002;1
12068;391160;2;680.0;4366.0;2
12069;391159;2;340.0;3991.0000000000005;1
12070;391158;2;80.0;8289.0;2
12071;416092;3;300.0;1827.0000000000002;3
12073;416105;2;420.0;1564.0;1
12074;416108;2;220.0;2231.0;2
12076;260191;3;440.0;3474.0;4
12077;260202;3;200.0;2821.0;1
12079;260199;3;220.0;3336.0;2
12080;260200;2;120.0;482.00000000000006;1
12081;260192;2;540.0;7524.000000000001;2
12082;260201;2;280.0;1238.0;1
12083;260193;2;340.0;7122.0;1
12084;260196;2;280.0;2443.0;1
12086;260195;3;240.0;4298.0;3
12088;396475;2;360.0;1200.0;1
12089;396464;3;580.0;6559.0;7
12092;264450;2;640.0;7198.0;1
12093;264449;2;340.0;3388.0;1
12094;264453;2;200.0;1959.0000000000002;1
12095;264460;3;420.0;4878.0;3
12096;264457;3;240.0;2589.0;2
12097;264454;3;360.0;2818.0;2
12098;260403;3;380.0;4487.0;3
12099;260411;3;420.0;3547.0;5
12100;260407;2;400.0;3032.0;3
12101;263600;2;160.0;933.0000000000001;1
12102;263598;2;480.0;5393.0;1
12106;263595;2;40.0;8013.000000000001;1
12107;263606;2;300.0;593.0;1
12108;263604;2;120.0;1533.0;1
12109;263596;3;700.0;4480.0;8
